文件名,完整路径,所在目录,文件大小(B),文件大小(可读),修改时间
QCDT-GYYHPC 1023-2024 压缩空气系统运行规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1023-2024 压缩空气系统运行规程.pdf,/data2/统计包含关键词的文件/final,476880,465.70 KB,2024-04-23 10:42:22
【2024.4.28】-法律法规第11讲-精华周笔记.pdf,/data2/统计包含关键词的文件/final/【2024.4.28】-法律法规第11讲-精华周笔记.pdf,/data2/统计包含关键词的文件/final,484798,473.44 KB,2025-03-17 14:59:18
大唐观音岩设〔2023〕239号  附件：2024年度观音岩水电站（含永胜桥光伏电站）设备检修、试验计划.docx,/data2/统计包含关键词的文件/final/大唐观音岩设〔2023〕239号  附件：2024年度观音岩水电站（含永胜桥光伏电站）设备检修、试验计划.docx,/data2/统计包含关键词的文件/final,98988,96.67 KB,2024-09-12 11:43:30
Q CDT-GYYHPC 1120-2023.ZY11推力外循环系统检修作业指导书.docx,/data2/统计包含关键词的文件/final/Q CDT-GYYHPC 1120-2023.ZY11推力外循环系统检修作业指导书.docx,/data2/统计包含关键词的文件/final,70893,69.23 KB,2024-02-22 09:53:00
QCDT-GYYHPC 1099-2022 低压空压机控制系统检修规程.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1099-2022 低压空压机控制系统检修规程.docx,/data2/统计包含关键词的文件/final,54007,52.74 KB,2025-01-02 15:39:00
GB+25131-2010.pdf,/data2/统计包含关键词的文件/final/GB+25131-2010.pdf,/data2/统计包含关键词的文件/final,490809,479.31 KB,2025-02-11 18:45:23
GB 7258-2017 机动车运行安全技术条件.pdf,/data2/统计包含关键词的文件/final/GB 7258-2017 机动车运行安全技术条件.pdf,/data2/统计包含关键词的文件/final,2766235,2.64 MB,2024-09-25 10:37:00
中国大唐集团有限公司水力发电厂技术监督规程 第11部分：工控系统网络信息安全防护技术监督.docx,/data2/统计包含关键词的文件/final/中国大唐集团有限公司水力发电厂技术监督规程 第11部分：工控系统网络信息安全防护技术监督.docx,/data2/统计包含关键词的文件/final,277622,271.12 KB,2024-12-31 12:29:58
核电厂循环水过滤系统调试技术导则.pdf,/data2/统计包含关键词的文件/final/核电厂循环水过滤系统调试技术导则.pdf,/data2/统计包含关键词的文件/final,546178,533.38 KB,2025-02-17 18:53:16
11883242.pdf,/data2/统计包含关键词的文件/final/11883242.pdf,/data2/统计包含关键词的文件/final,34169305,32.59 MB,2023-11-30 23:34:01
GBT 18482-2010 可逆式抽水蓄能机组启动试运行规程(OCR).pdf,/data2/统计包含关键词的文件/final/GBT 18482-2010 可逆式抽水蓄能机组启动试运行规程(OCR).pdf,/data2/统计包含关键词的文件/final,35518740,33.87 MB,2025-02-18 09:58:01
7956_3-2014-gb-cd-300.pdf,/data2/统计包含关键词的文件/final/7956_3-2014-gb-cd-300.pdf,/data2/统计包含关键词的文件/final,575745,562.25 KB,2025-02-11 19:03:53
HJ 589-2021 突发环境事件应急监测技术规范.pdf,/data2/统计包含关键词的文件/final/HJ 589-2021 突发环境事件应急监测技术规范.pdf,/data2/统计包含关键词的文件/final,913094,891.69 KB,2025-02-28 16:11:19
GBT 11885-2015自动轨道衡.pdf,/data2/统计包含关键词的文件/final/GBT 11885-2015自动轨道衡.pdf,/data2/统计包含关键词的文件/final,551724,538.79 KB,2025-04-10 18:01:48
GB_T 13627-2021_核电厂事故监测仪表准则.pdf,/data2/统计包含关键词的文件/final/GB_T 13627-2021_核电厂事故监测仪表准则.pdf,/data2/统计包含关键词的文件/final,4070813,3.88 MB,2024-05-28 14:16:41
新型氧化锌基光电材料.pdf,/data2/统计包含关键词的文件/final/新型氧化锌基光电材料.pdf,/data2/统计包含关键词的文件/final,22591624,21.55 MB,2023-12-19 22:26:14
华锐SL82-1500-维护手册（2008.5）.pdf,/data2/统计包含关键词的文件/final/华锐SL82-1500-维护手册（2008.5）.pdf,/data2/统计包含关键词的文件/final,1040665,1016.27 KB,2025-08-19 15:10:40
GB 44240-2024 电能存储系统用锂蓄电池和电池组 安全要求.pdf,/data2/统计包含关键词的文件/final/GB 44240-2024 电能存储系统用锂蓄电池和电池组 安全要求.pdf,/data2/统计包含关键词的文件/final,1560907,1.49 MB,2025-03-04 10:53:03
中国大唐集团有限公司陆上风力发电场技术监督规程 第7部分：工控系统网络信息安全防护技术监督.docx,/data2/统计包含关键词的文件/final/中国大唐集团有限公司陆上风力发电场技术监督规程 第7部分：工控系统网络信息安全防护技术监督.docx,/data2/统计包含关键词的文件/final,887658,866.85 KB,2024-12-31 12:53:30
中国安全生产大数据平台-知识库551.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库551.pdf,/data2/统计包含关键词的文件/final,1793251,1.71 MB,2025-03-10 14:16:08
DLT 1003-2006 水轮发电机组推力轴承润滑参数测量方法(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 1003-2006 水轮发电机组推力轴承润滑参数测量方法(OCR).pdf,/data2/统计包含关键词的文件/final,719139,702.28 KB,2025-02-21 10:42:05
华北电网公司[2005]   防止继电保护事故措施.pdf,/data2/统计包含关键词的文件/final/华北电网公司[2005]   防止继电保护事故措施.pdf,/data2/统计包含关键词的文件/final,186338,181.97 KB,2025-02-21 11:10:11
NBT 10135-2019 大中型水轮机基本技术规范(OCR).pdf,/data2/统计包含关键词的文件/final/NBT 10135-2019 大中型水轮机基本技术规范(OCR).pdf,/data2/统计包含关键词的文件/final,5967792,5.69 MB,2025-02-21 11:29:54
GBT 18268.23-2010 测量、控制和实验室用的电设备 电磁兼容性要求　第23部分：特殊要求　带集成或远程信号调理变送器的试验配置、工作条件和性能判据.pdf,/data2/统计包含关键词的文件/final/GBT 18268.23-2010 测量、控制和实验室用的电设备 电磁兼容性要求　第23部分：特殊要求　带集成或远程信号调理变送器的试验配置、工作条件和性能判据.pdf,/data2/统计包含关键词的文件/final,1567441,1.49 MB,2025-02-18 09:54:55
DL／T 2581—2022 参与辅助调频的电源侧电化学 储能系统调试.pdf,/data2/统计包含关键词的文件/final/DL／T 2581—2022 参与辅助调频的电源侧电化学 储能系统调试.pdf,/data2/统计包含关键词的文件/final,473699,462.60 KB,2025-05-14 11:51:09
2023安工《安全法规》集训系统课10（0518）【下载打印】.pdf,/data2/统计包含关键词的文件/final/2023安工《安全法规》集训系统课10（0518）【下载打印】.pdf,/data2/统计包含关键词的文件/final,563907,550.69 KB,2025-03-17 13:54:45
中国安全生产大数据平台-知识库119.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库119.pdf,/data2/统计包含关键词的文件/final,1526378,1.46 MB,2025-03-10 14:08:12
中国安全生产大数据平台-知识库843.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库843.pdf,/data2/统计包含关键词的文件/final,1605808,1.53 MB,2025-03-10 14:20:25
HJ 354-2019水污染源在线监测系统（CODCr、NH3-N 等）验收技术规范（HJ 354-2019代替 HJT 354-2007）.pdf,/data2/统计包含关键词的文件/final/HJ 354-2019水污染源在线监测系统（CODCr、NH3-N 等）验收技术规范（HJ 354-2019代替 HJT 354-2007）.pdf,/data2/统计包含关键词的文件/final,601930,587.82 KB,2025-04-10 17:58:43
QCDT-GYYHPC 1130-2022 透平油系统检修规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1130-2022 透平油系统检修规程.pdf,/data2/统计包含关键词的文件/final,462609,451.77 KB,2022-11-15 11:29:04
HGT 20653-2011 化工企业化学水处理设计技术规定 宣贯材料.pdf,/data2/统计包含关键词的文件/final/HGT 20653-2011 化工企业化学水处理设计技术规定 宣贯材料.pdf,/data2/统计包含关键词的文件/final,2108422,2.01 MB,2024-03-28 16:55:42
GB+8176-2012.pdf,/data2/统计包含关键词的文件/final/GB+8176-2012.pdf,/data2/统计包含关键词的文件/final,630405,615.63 KB,2025-02-11 18:58:07
GBT 28570-2012 水轮发电机组状态在线监测系统技术导则(OCR).pdf,/data2/统计包含关键词的文件/final/GBT 28570-2012 水轮发电机组状态在线监测系统技术导则(OCR).pdf,/data2/统计包含关键词的文件/final,5036097,4.80 MB,2025-02-18 09:58:14
建设项目环境影响评价文件分级审批规定.docx,/data2/统计包含关键词的文件/final/建设项目环境影响评价文件分级审批规定.docx,/data2/统计包含关键词的文件/final,12841,12.54 KB,2025-11-17 09:15:40
压水堆核电厂凝汽器性能试验导则.pdf,/data2/统计包含关键词的文件/final/压水堆核电厂凝汽器性能试验导则.pdf,/data2/统计包含关键词的文件/final,512101,500.10 KB,2025-02-17 18:53:27
远景能源EN1500-液压系统刹车回路压力低于下限值故障.pdf,/data2/统计包含关键词的文件/final/远景能源EN1500-液压系统刹车回路压力低于下限值故障.pdf,/data2/统计包含关键词的文件/final,234524,229.03 KB,2025-08-19 15:06:20
GB+5135.1-2019.pdf,/data2/统计包含关键词的文件/final/GB+5135.1-2019.pdf,/data2/统计包含关键词的文件/final,4867893,4.64 MB,2025-02-11 19:16:02
GB 7512-2023 液化石油气瓶阀.pdf,/data2/统计包含关键词的文件/final/GB 7512-2023 液化石油气瓶阀.pdf,/data2/统计包含关键词的文件/final,1150585,1.10 MB,2025-03-04 10:42:19
GB_T 38653-2020_核电厂常规岛高压加热器技术条件.pdf,/data2/统计包含关键词的文件/final/GB_T 38653-2020_核电厂常规岛高压加热器技术条件.pdf,/data2/统计包含关键词的文件/final,6823523,6.51 MB,2024-05-31 09:35:13
3号主变压器保护装置检修报告.pdf,/data2/统计包含关键词的文件/final/3号主变压器保护装置检修报告.pdf,/data2/统计包含关键词的文件/final,301952,294.88 KB,2024-02-29 14:36:34
QCDT-GYYHPC 1153-2022 金属技术监督规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1153-2022 金属技术监督规程.pdf,/data2/统计包含关键词的文件/final,592597,578.71 KB,2022-11-15 11:54:52
Q CDT-GYYHPC 1120 -2023.ZY05推力轴承检修作业指导书.docx,/data2/统计包含关键词的文件/final/Q CDT-GYYHPC 1120 -2023.ZY05推力轴承检修作业指导书.docx,/data2/统计包含关键词的文件/final,74251,72.51 KB,2023-12-24 14:42:42
DLT 1858-2018 水电厂自动滤水器技术条件(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 1858-2018 水电厂自动滤水器技术条件(OCR).pdf,/data2/统计包含关键词的文件/final,1008076,984.45 KB,2025-02-21 10:43:18
30689-2014-gb-cd-300.pdf,/data2/统计包含关键词的文件/final/30689-2014-gb-cd-300.pdf,/data2/统计包含关键词的文件/final,380015,371.11 KB,2025-02-11 19:07:04
PCS-921N_X_说明书_国内中文_南网标准版_X_R1[1].10_(ZL_FZBH5121.1208).pdf,/data2/统计包含关键词的文件/final/PCS-921N_X_说明书_国内中文_南网标准版_X_R1[1].10_(ZL_FZBH5121.1208).pdf,/data2/统计包含关键词的文件/final,1270548,1.21 MB,2014-08-08 16:52:38
3号主变冷却系统控制回路检修报告.pdf,/data2/统计包含关键词的文件/final/3号主变冷却系统控制回路检修报告.pdf,/data2/统计包含关键词的文件/final,381402,372.46 KB,2024-02-29 14:34:46
GB_T 41586-2022_核电厂应急评价基础输入参数和输出结果.pdf,/data2/统计包含关键词的文件/final/GB_T 41586-2022_核电厂应急评价基础输入参数和输出结果.pdf,/data2/统计包含关键词的文件/final,1457431,1.39 MB,2024-05-28 14:21:49
GB+29441-2012.pdf,/data2/统计包含关键词的文件/final/GB+29441-2012.pdf,/data2/统计包含关键词的文件/final,346567,338.44 KB,2025-02-11 18:58:36
GB 16809-2024 防火窗.pdf,/data2/统计包含关键词的文件/final/GB 16809-2024 防火窗.pdf,/data2/统计包含关键词的文件/final,577549,564.01 KB,2025-03-04 10:45:24
华锐SL1500-LVRT风机测试作业指导书.pdf,/data2/统计包含关键词的文件/final/华锐SL1500-LVRT风机测试作业指导书.pdf,/data2/统计包含关键词的文件/final,3771465,3.60 MB,2025-08-19 15:06:18
QCDT-GYYHPC 1097-2022.ZY01 机组检修排水控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1097-2022.ZY01 机组检修排水控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final,699609,683.21 KB,2022-11-15 20:07:56
联合动力UP121-2000-帕卡液压站Y3、Y4、Y5电磁阀清洗指导书.pdf,/data2/统计包含关键词的文件/final/联合动力UP121-2000-帕卡液压站Y3、Y4、Y5电磁阀清洗指导书.pdf,/data2/统计包含关键词的文件/final,1560929,1.49 MB,2025-08-19 15:10:52
QCDT-GYYHPC 103043-2022 20kV 3号机励磁变设备检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 103043-2022 20kV 3号机励磁变设备检修作业指导书.pdf,/data2/统计包含关键词的文件/final,407970,398.41 KB,2023-01-17 15:23:12
39.GB 50067-2014 汽车库、修车库、停车场设计防火规范.pdf,/data2/统计包含关键词的文件/final/39.GB 50067-2014 汽车库、修车库、停车场设计防火规范.pdf,/data2/统计包含关键词的文件/final,1262105,1.20 MB,2024-03-28 16:15:33
水电自动装置检修 上 水电厂岗位模块培训教材.pdf,/data2/统计包含关键词的文件/final/水电自动装置检修 上 水电厂岗位模块培训教材.pdf,/data2/统计包含关键词的文件/final,57725011,55.05 MB,2025-09-03 11:18:54
DL／T 596—2021 电力设备预防性试验规程.pdf,/data2/统计包含关键词的文件/final/DL／T 596—2021 电力设备预防性试验规程.pdf,/data2/统计包含关键词的文件/final,34877370,33.26 MB,2025-05-14 11:20:43
JJG 569-2014 最大需量电能表检定规程.pdf,/data2/统计包含关键词的文件/final/JJG 569-2014 最大需量电能表检定规程.pdf,/data2/统计包含关键词的文件/final,727219,710.17 KB,2025-02-21 11:25:49
GBT 41312.3-2023 化工用设备渗透性检测方法 第3部分：塑料及其衬里设备.pdf,/data2/统计包含关键词的文件/final/GBT 41312.3-2023 化工用设备渗透性检测方法 第3部分：塑料及其衬里设备.pdf,/data2/统计包含关键词的文件/final,426391,416.40 KB,2025-03-04 12:16:28
金风2.5MW机组三级维护标准.pdf,/data2/统计包含关键词的文件/final/金风2.5MW机组三级维护标准.pdf,/data2/统计包含关键词的文件/final,7246649,6.91 MB,2025-08-19 15:05:10
控制装置与仪表.pdf,/data2/统计包含关键词的文件/final/控制装置与仪表.pdf,/data2/统计包含关键词的文件/final,44956698,42.87 MB,2023-12-20 02:33:31
GB+15146.8-2008.pdf,/data2/统计包含关键词的文件/final/GB+15146.8-2008.pdf,/data2/统计包含关键词的文件/final,570640,557.27 KB,2025-02-11 18:35:20
TSG D7005-2018 压力管道定期检验规则 工业管道.pdf,/data2/统计包含关键词的文件/final/TSG D7005-2018 压力管道定期检验规则 工业管道.pdf,/data2/统计包含关键词的文件/final,674622,658.81 KB,2025-02-27 15:52:12
GBT 20801.5-2020 压力管道规范 工业管道 第5部分：检验与试验.pdf,/data2/统计包含关键词的文件/final/GBT 20801.5-2020 压力管道规范 工业管道 第5部分：检验与试验.pdf,/data2/统计包含关键词的文件/final,1261362,1.20 MB,2025-03-04 11:54:39
华锐SL82-1500-部件更换指导书.pdf,/data2/统计包含关键词的文件/final/华锐SL82-1500-部件更换指导书.pdf,/data2/统计包含关键词的文件/final,4663148,4.45 MB,2025-08-19 15:10:40
Q CDT-GYYHPC 1120-2022.ZY07机架常规检查作业指导书 -.docx,/data2/统计包含关键词的文件/final/Q CDT-GYYHPC 1120-2022.ZY07机架常规检查作业指导书 -.docx,/data2/统计包含关键词的文件/final,70348,68.70 KB,2023-12-24 14:36:48
GB+30978-2014.pdf,/data2/统计包含关键词的文件/final/GB+30978-2014.pdf,/data2/统计包含关键词的文件/final,473847,462.74 KB,2025-02-11 19:03:49
汇川华北联保中心plc培训.pdf,/data2/统计包含关键词的文件/final/汇川华北联保中心plc培训.pdf,/data2/统计包含关键词的文件/final,4011323,3.83 MB,2024-03-28 18:03:58
2020年中级注册安全工程师《法律法规》真题解析.pdf,/data2/统计包含关键词的文件/final/2020年中级注册安全工程师《法律法规》真题解析.pdf,/data2/统计包含关键词的文件/final,1752520,1.67 MB,2025-03-17 13:57:29
AQ 7002-2007 纺织工业企业安全管理规范.pdf,/data2/统计包含关键词的文件/final/AQ 7002-2007 纺织工业企业安全管理规范.pdf,/data2/统计包含关键词的文件/final,2195447,2.09 MB,2025-02-28 17:24:18
GB／T 31066—2014 电工术语  水轮机控制系统.pdf,/data2/统计包含关键词的文件/final/GB／T 31066—2014 电工术语  水轮机控制系统.pdf,/data2/统计包含关键词的文件/final,3636670,3.47 MB,2025-02-18 09:58:22
QCDT-GYYHPC 1115-2022.ZY01 孤岛系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1115-2022.ZY01 孤岛系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final,674124,658.32 KB,2022-11-15 20:42:16
国家能源集团火电企业技术监督检查评分标准.pdf,/data2/统计包含关键词的文件/final/国家能源集团火电企业技术监督检查评分标准.pdf,/data2/统计包含关键词的文件/final,1398057,1.33 MB,2025-04-10 17:50:52
GB 18100.1-2010 摩托车照明和光信号装置的安装规定 第1部分：两轮摩托车.pdf,/data2/统计包含关键词的文件/final/GB 18100.1-2010 摩托车照明和光信号装置的安装规定 第1部分：两轮摩托车.pdf,/data2/统计包含关键词的文件/final,407450,397.90 KB,2024-09-25 10:34:26
联合动力UP77、82-1500-联合动力UP82-1500机组说明书.pdf,/data2/统计包含关键词的文件/final/联合动力UP77、82-1500-联合动力UP82-1500机组说明书.pdf,/data2/统计包含关键词的文件/final,998343,974.94 KB,2025-08-19 15:10:48
4.附件17：中国大唐集团有限公司发电企业机组检修和技术改造项目质量管理办法（试行）（大唐集团制〔2020〕163号）.docx,/data2/统计包含关键词的文件/final/4.附件17：中国大唐集团有限公司发电企业机组检修和技术改造项目质量管理办法（试行）（大唐集团制〔2020〕163号）.docx,/data2/统计包含关键词的文件/final,120631,117.80 KB,2022-10-06 10:07:16
油水分离器WCP10使用说明书.pdf,/data2/统计包含关键词的文件/final/油水分离器WCP10使用说明书.pdf,/data2/统计包含关键词的文件/final,658358,642.93 KB,2016-07-13 09:08:04
联合动力UP86-1500-风电机组主齿轮箱使用说明书.pdf,/data2/统计包含关键词的文件/final/联合动力UP86-1500-风电机组主齿轮箱使用说明书.pdf,/data2/统计包含关键词的文件/final,3296577,3.14 MB,2025-08-19 15:10:46
QCDT-GYYHPC 1182-2022 电流表、电压表、功率表及电阻表检定规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1182-2022 电流表、电压表、功率表及电阻表检定规程.pdf,/data2/统计包含关键词的文件/final,916230,894.76 KB,2022-11-15 14:06:42
GYY-EC-2023-#3G-上-04+3号机调速器油压装置控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2023-#3G-上-04+3号机调速器油压装置控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,237743,232.17 KB,2023-08-29 00:00:00
安全评价检测检验机构管理办法.pdf,/data2/统计包含关键词的文件/final/安全评价检测检验机构管理办法.pdf,/data2/统计包含关键词的文件/final,282637,276.01 KB,2025-03-10 14:25:24
1号水轮机辅助控制系统检修报告.docx,/data2/统计包含关键词的文件/final/1号水轮机辅助控制系统检修报告.docx,/data2/统计包含关键词的文件/final,37791,36.91 KB,2023-12-23 14:08:40
远景能源EN1500-吉林公司风电机组精细化维护手册.pdf,/data2/统计包含关键词的文件/final/远景能源EN1500-吉林公司风电机组精细化维护手册.pdf,/data2/统计包含关键词的文件/final,5266663,5.02 MB,2025-08-19 15:06:22
RCS-985RS-SS_X_说明书_国内中文_国内标准版_X_R1.12_(ZL_YJBH2014.1305).pdf,/data2/统计包含关键词的文件/final/RCS-985RS-SS_X_说明书_国内中文_国内标准版_X_R1.12_(ZL_YJBH2014.1305).pdf,/data2/统计包含关键词的文件/final,1143002,1.09 MB,2013-05-27 09:15:42
GB+39800.3-2020.pdf,/data2/统计包含关键词的文件/final/GB+39800.3-2020.pdf,/data2/统计包含关键词的文件/final,2087592,1.99 MB,2025-02-11 19:22:06
中国安全生产大数据平台-知识库44.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库44.pdf,/data2/统计包含关键词的文件/final,2733629,2.61 MB,2025-03-10 14:14:30
GB+15578-2008.pdf,/data2/统计包含关键词的文件/final/GB+15578-2008.pdf,/data2/统计包含关键词的文件/final,941370,919.31 KB,2025-02-11 18:35:22
3-4-74 （GB 50242-2002） 建筑给水排水及采暖工程施工质量验收规范.pdf,/data2/统计包含关键词的文件/final/3-4-74 （GB 50242-2002） 建筑给水排水及采暖工程施工质量验收规范.pdf,/data2/统计包含关键词的文件/final,601291,587.20 KB,2025-09-03 11:53:22
GYY-EC-2022-#1G-下-11 1号发电机保护装置检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2022-#1G-下-11 1号发电机保护装置检修报告.pdf,/data2/统计包含关键词的文件/final,396674,387.38 KB,2023-04-10 14:22:56
突发环境事件信息报告办法.docx,/data2/统计包含关键词的文件/final/突发环境事件信息报告办法.docx,/data2/统计包含关键词的文件/final,15410,15.05 KB,2025-11-17 09:17:08
matched_files_manifest.csv,/data2/统计包含关键词的文件/final/matched_files_manifest.csv,/data2/统计包含关键词的文件/final,663825,648.27 KB,2026-03-19 18:15:35
NBT 35080-2016 水电站气垫式调压室设计规范(OCR).pdf,/data2/统计包含关键词的文件/final/NBT 35080-2016 水电站气垫式调压室设计规范(OCR).pdf,/data2/统计包含关键词的文件/final,6839108,6.52 MB,2025-02-21 11:36:14
SHT 3044-2016 石油化工精密仪器抗震鉴定标准.pdf,/data2/统计包含关键词的文件/final/SHT 3044-2016 石油化工精密仪器抗震鉴定标准.pdf,/data2/统计包含关键词的文件/final,3506482,3.34 MB,2025-02-28 15:52:07
GB+15210-2018.pdf,/data2/统计包含关键词的文件/final/GB+15210-2018.pdf,/data2/统计包含关键词的文件/final,3007138,2.87 MB,2025-02-11 19:14:08
1号机组检修机械部分总结报告（2022.12.20）.pdf,/data2/统计包含关键词的文件/final/1号机组检修机械部分总结报告（2022.12.20）.pdf,/data2/统计包含关键词的文件/final,3638195,3.47 MB,2023-04-28 08:52:02
GBT 37941-2019 信息安全技术 工业控制系统网络审计产品安全技术要求.pdf,/data2/统计包含关键词的文件/final/GBT 37941-2019 信息安全技术 工业控制系统网络审计产品安全技术要求.pdf,/data2/统计包含关键词的文件/final,2437397,2.32 MB,2025-11-17 10:00:39
12d730s016.12.15.docx,/data2/统计包含关键词的文件/final/12d730s016.12.15.docx,/data2/统计包含关键词的文件/final,1248447,1.19 MB,2024-03-28 16:14:35
500kV 5021、5022断路器机械特性在线监测系统安装及5G通讯升级改造四措两案2024.pdf,/data2/统计包含关键词的文件/final/500kV 5021、5022断路器机械特性在线监测系统安装及5G通讯升级改造四措两案2024.pdf,/data2/统计包含关键词的文件/final,759437,741.64 KB,2024-02-28 10:33:20
GB_T 41581-2022_核电厂应急撤离时间估算.pdf,/data2/统计包含关键词的文件/final/GB_T 41581-2022_核电厂应急撤离时间估算.pdf,/data2/统计包含关键词的文件/final,2074281,1.98 MB,2024-05-28 14:21:43
GB+5135.22-2019.pdf,/data2/统计包含关键词的文件/final/GB+5135.22-2019.pdf,/data2/统计包含关键词的文件/final,6522020,6.22 MB,2025-02-11 19:15:57
GB 7956.5-2019 消防车 第5部分：气体消防车.pdf,/data2/统计包含关键词的文件/final/GB 7956.5-2019 消防车 第5部分：气体消防车.pdf,/data2/统计包含关键词的文件/final,965209,942.59 KB,2025-03-04 10:42:27
GB+25523-2010.pdf,/data2/统计包含关键词的文件/final/GB+25523-2010.pdf,/data2/统计包含关键词的文件/final,495267,483.66 KB,2025-02-11 18:46:07
‎金风1.5MW机组机舱柜Ⅱ型电气接线图（配LUST或SSB变桨）.pdf,/data2/统计包含关键词的文件/final/‎金风1.5MW机组机舱柜Ⅱ型电气接线图（配LUST或SSB变桨）.pdf,/data2/统计包含关键词的文件/final,346876,338.75 KB,2025-08-19 15:04:56
第6章 调试和试验.pdf,/data2/统计包含关键词的文件/final/第6章 调试和试验.pdf,/data2/统计包含关键词的文件/final,409059,399.47 KB,2015-01-22 10:37:24
GBT 18443.8-2010 真空绝热深冷设备性能试验方法 第8部分：容积测量.pdf,/data2/统计包含关键词的文件/final/GBT 18443.8-2010 真空绝热深冷设备性能试验方法 第8部分：容积测量.pdf,/data2/统计包含关键词的文件/final,290866,284.05 KB,2025-03-04 11:51:48
GBT 27512-2011 埋地钢质管道风险评估方法.pdf,/data2/统计包含关键词的文件/final/GBT 27512-2011 埋地钢质管道风险评估方法.pdf,/data2/统计包含关键词的文件/final,5112441,4.88 MB,2025-03-04 12:01:26
联合动力UP82-1500机组说明书.pdf,/data2/统计包含关键词的文件/final/联合动力UP82-1500机组说明书.pdf,/data2/统计包含关键词的文件/final,998343,974.94 KB,2025-08-19 15:10:48
GBT14285-2006继电保护和安全自动装置技术规程 .pdf,/data2/统计包含关键词的文件/final/GBT14285-2006继电保护和安全自动装置技术规程 .pdf,/data2/统计包含关键词的文件/final,151652,148.10 KB,2025-03-06 09:07:57
歌美飒2.0MW偏航系统维护标准作业工序卡.pdf,/data2/统计包含关键词的文件/final/歌美飒2.0MW偏航系统维护标准作业工序卡.pdf,/data2/统计包含关键词的文件/final,9215426,8.79 MB,2025-08-19 15:04:52
2-1-7（国务院令第549号）特种设备安全监察条例.pdf,/data2/统计包含关键词的文件/final/2-1-7（国务院令第549号）特种设备安全监察条例.pdf,/data2/统计包含关键词的文件/final,302809,295.71 KB,2025-09-03 12:21:06
DLT 443-2016 水轮发电机组及其附属设备出厂检验导则(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 443-2016 水轮发电机组及其附属设备出厂检验导则(OCR).pdf,/data2/统计包含关键词的文件/final,3715966,3.54 MB,2025-02-21 10:46:39
维斯塔斯V80-2000-Mk3.Mk4.Mk5-电气描述.pdf,/data2/统计包含关键词的文件/final/维斯塔斯V80-2000-Mk3.Mk4.Mk5-电气描述.pdf,/data2/统计包含关键词的文件/final,232421,226.97 KB,2025-08-19 15:05:22
QCDT-GYYHPC 1082-2022.ZY01 技术供水控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1082-2022.ZY01 技术供水控制系统检修作业指导书.pdf,/data2/统计包含关键词的文件/final,325620,317.99 KB,2022-11-15 19:18:50
GB 50254-2014 电气装置安装工程低压电器施工及验收规范.pdf,/data2/统计包含关键词的文件/final/GB 50254-2014 电气装置安装工程低压电器施工及验收规范.pdf,/data2/统计包含关键词的文件/final,1124237,1.07 MB,2025-03-04 11:04:38
QCDT-GYYHPC 1116-2022.ZY01 10KV922DL、942DL保护装置及开关控制回路检修报告.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1116-2022.ZY01 10KV922DL、942DL保护装置及开关控制回路检修报告.docx,/data2/统计包含关键词的文件/final,70709,69.05 KB,2024-04-24 19:51:54
GB 14287.3-2014 电气火灾监控系统 第3部分：测温式电气火灾监控探测器.pdf,/data2/统计包含关键词的文件/final/GB 14287.3-2014 电气火灾监控系统 第3部分：测温式电气火灾监控探测器.pdf,/data2/统计包含关键词的文件/final,663031,647.49 KB,2025-03-04 10:44:14
GYY-EC-2022-#3G-上-05 3号机发电机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2022-#3G-上-05 3号机发电机辅助控制系统检修报告.pdf,/data2/统计包含关键词的文件/final,268504,262.21 KB,2022-03-22 11:31:22
NBT 10878-2021 水力发电厂机电设计规范(OCR).pdf,/data2/统计包含关键词的文件/final/NBT 10878-2021 水力发电厂机电设计规范(OCR).pdf,/data2/统计包含关键词的文件/final,28330573,27.02 MB,2025-02-21 11:31:49
